corporation,product,description,investment_round,total_investment,revenue,employee_num,keyword
티웰,네이처알로,반려동물 사료 및 간식 브랜드 '네이처알로'를 운영하는 기업,-,-,6.7억원,1,"커머스, 홈리빙/펫이커머스, B2C, 상품판매/브랜드/하드웨어"
제이에프파트너스,고수의 운전면허,운전 교육용 시뮬레이션 소프트웨어 및 체감형 시뮬레이터 서비스 '고수의 운전면허'를 개발하는 기업,-,-,49.4억원,2,"모빌리티/교통, 통신/보안/데이터지도/네비게이션/GPS, GIS/지리정보, 공간정보, 프로그래밍개발"
마케팅모먼트,,마케팅 대행 서비스를 제공하는 기업,-,-,77.4억원,66,"광고/마케팅마케팅솔루션, 인공지능, B2B, 광고, 용역, 콘텐츠, 교육/컨설팅/용역"
썸타임,바이모노,빅사이즈 남성 의류 브랜드 '바이모노'를 운영하는 기업,-,-,86.0억원,31,"커머스, 패션이커머스, 의류, 패션잡화, B2C, 남성, 상품판매/브랜드/하드웨어"
먹깨비,먹깨비_고객용,공공 배달 앱서비스 '먹깨비'를 운영하는 기업,-,-,29.5억원,48,"푸드/농업배달, 신선식품, 가공식품, B2C, 플랫폼/마켓플레이스"
닥터엘시아,닥터엘시아,"뷰티 브랜드 '닥터엘시아', '디어에이'를 운영하는 기업",-,-,85.7억원,22,"뷰티/화장품이커머스, 스킨케어/클렌징, 색조/메이크업, 화장품정보/리뷰"
보다,,지능형 감시카메라 및 이차전지 검사설비를 제조하는 기업,-,-,128.2억원,28,"제조/하드웨어진단/검사, 배터리, 부품, 제조기술, 하드웨어, B2B"
캐어유,엔브레인,인지훈련 게임 '엔브레인' 및 정신건강 자가 테스트 '정신건강테스트' 등을 제공하는 기업,-,-,8.9억원,9,"헬스케어/바이오, 교육, 게임바이오/의료, 심리상담/정신건강, 진단/검사, B2C"
티씨컴퍼니,에듀립,교육 콘텐츠 큐레이션 서비스 '에듀립'을 운영하는 기업,-,-,19.7억원,10,"콘텐츠/예술, 교육큐레이션, 초등교육, 청소년교육, B2C, 플랫폼/마켓플레이스"
마켓링크,,"빅데이터 판매, 가공, 분석 및 컨설팅 서비스를 제공하는 기업",-,-,102.8억원,45,"통신/보안/데이터, AI/딥테크/블록체인프로그래밍개발, 빅데이터, B2B, 소프트웨어"
빌포스트,칼라미,디지털 프린팅 서비스 '칼라미' 운영 및 마케팅 서비스를 제공하는 기업,-,-,261.0억원,102,"커머스, 콘텐츠/예술, 광고/마케팅이커머스, 디자인, 마케팅솔루션, B2C, 상품판매/브랜드/하드웨어"
부릉라이더스,부릉몰,라이더 용품 판매 플랫폼 '부릉몰'을 운영하는 기업,-,-,26.9억원,15,"커머스, 모빌리티/교통이커머스, 배송, B2C, 상품판매/브랜드/하드웨어"
피노,피노,커스텀 프린팅(PoD) 플랫폼 '피노'를 운영하는 기업,-,-,9.3억원,9,"커머스, 콘텐츠/예술이커머스, 디자인, B2B, 상품판매/브랜드/하드웨어"
코니스트,웹툰가이드,"웹툰 웹진 서비스 '웹툰가이드' 및 웹툰, 웹소설 데이터 분석 서비스 ‘코코다’ 등을 운영하는 기업",-,-,10.2억원,8,"콘텐츠/예술, 통신/보안/데이터, AI/딥테크/블록체인웹툰/만화, 데이터, 프로그래밍개발, 인공지능"
휴고다이나믹스,,스마트 전자제어식 로봇의족을 개발하는 기업,-,-,69.8억원,12,"헬스케어/바이오, 제조/하드웨어바이오/의료, 의료기기, 로봇, 제조기술, 하드웨어"
와이드유즈,와이드로,물류 솔루션 '와이드로' 및 '와이드봇' 등을 제공하는 기업,-,-,4.9억원,5,"물류, 통신/보안/데이터물류솔루션, 데이터, 프로그래밍개발, B2B, 소프트웨어"
스피드플로어,SF1,모빌리티 자동상하차 솔루션을 제공하는 기업,-,-,4.9억원,12,"물류, 모빌리티/교통물류솔루션, 배송, B2B"
에쓰푸드,에쓰푸드,육제품 브랜드 '에쓰푸드' 및 '존쿡델리미트' 등을 운영하는 기업,-,-,"2,588.9억원",132,"커머스, 푸드/농업이커머스, 음료, 가공식품, B2B, B2C, 상품판매/브랜드/하드웨어"
에이스에듀,케이팝잉글리쉬,영어교육 뮤직비디오 플랫폼 '케이팝잉글리쉬'를 운영하는 기업,-,-,3.7억원,6,"콘텐츠/예술, 교육, 유아/출산음악, 영상/비디오, 영어, B2C, 유아동, 플랫폼/마켓플레이스"
유아이엠디,PBIA-12A,AI 기반 혈액 및 골수 이미지 진단 솔루션을 제공하는 기업,-,-,1.3억원,12,"헬스케어/바이오, 제조/하드웨어, AI/딥테크/블록체인사진, 바이오/의료, 진단/검사, 의료기기, 제조기술"
네츄럴코어,네츄럴코어,반려동물 사료 및 간식 브랜드 '네츄럴코어'를 운영하는 기업,-,-,407.7억원,65,"커머스, 홈리빙/펫이커머스, 사료, B2C, 상품판매/브랜드/하드웨어"
레지,레지,AI 기반 이력서 자동 작성 서비스를 제공하는 기업,-,-,2.2억원,10,"인사/비즈니스/법률, 통신/보안/데이터, AI/딥테크/블록체인문서작성, 인공지능, B2C, WEB, 소프트웨어"
보경팜테크,BKT1500,농작물 수확기 및 농기계를 제조하는 기업,-,-,2.6억원,6,"푸드/농업, 제조/하드웨어농업, 기계장비, 제조기술, 하드웨어, B2B"
새하컴즈,보다,화상회의 및 화상교육 솔루션을 제공하는 기업,-,-,85.5억원,30,"교육, 인사/비즈니스/법률정기구독, 영상/비디오, 비대면교육, 화상회의/리모트워크/원격근무"
매일새옷,매일새옷,세탁소 O2O 서비스 플랫폼 '매일새옷'을 운영하는 기업,-,-,4.1억원,10,"홈리빙/펫세탁, B2C, 플랫폼/마켓플레이스, APP, O2O"
엔원테크,,전기자동차 2차전지용 동박 생산설비를 개발하는 기업,-,-,235.9억원,25,"모빌리티/교통반도체, 배터리, 부품, 제조기술, 전기차/수소차, 하드웨어"
이앤에이치컴퍼니,마더스올,헬스케어 브랜드 '마더스올'을 운영하는 기업,-,-,73.6억원,9,"커머스, 헬스케어/바이오이커머스, 건강기능식품, 출산, B2C, 유아동, 상품판매/브랜드/하드웨어"
뮤즈블라썸,뮤즈블라썸,오디오 워터마킹 기술 기반 콘텐츠 원천 증명 및 저작권 보호 서비스 플랫폼 '오디오 디펜스'와 AI 기반 크리에이터를 위한 배경음악 추천서비스 '뮤즈블라썸'을 운영하는 기업,-,-,2.6억원,7,"콘텐츠/예술음악, MCN/크리에이터, B2C, 플랫폼/마켓플레이스"
메디잡리더스,메디잡,병원 구인구직 정보 플랫폼 '메디잡' 및 간호학원 '리더스간호학원'을 운영하는 기업,-,-,35.2억원,12,"헬스케어/바이오, 교육, 인사/비즈니스/법률병원정보, 간호, 성인실무교육, 구인구직/채용"
맘프로젝트,스칸디아트랩,키즈 놀이 체험 공간 브랜드 '스칸디아트랩' 및 키즈 교육 프랜차이즈 '스칸디오감' 등을 운영하는 기업,-,-,6.5억원,6,"콘텐츠/예술, 교육, 유아/출산이커머스, 유아교육, 놀이, B2B, B2C, 유아동, WEB"
아르고스다인,CUNA2.0,무인이동체 모빌리티 플랫폼을 제공하는 기업,-,-,7.6억원,20,"제조/하드웨어, 모빌리티/교통제조기술, 자율주행, 드론, 데이터, 통신/네트워크/5G"
토스인슈어런스,,보험 컨설팅 서비스 플랫폼 '토스인슈어런스'를 운영하는 기업,-,-,453.9억원,36,"금융/보험/핀테크보험/인슈어테크, B2C, APP, 교육/컨설팅/용역"
더가치플래닛,뉴트랙,배달대행 서비스 '뉴트랙'을 운영하는 기업,-,-,424.9억원,13,"모빌리티/교통배송대행, 배달, B2B, B2C, 플랫폼/마켓플레이스"
메인콘텐츠,슘페터,창업자 대상 교육 서비스 '슘페터'를 운영하는 기업,-,-,12.2억원,10,"교육성인실무교육, B2B, B2C, 스타트업/창업자, 용역"
마도로스펫,마도로스펫,진공동결건조법 기반 반려동물 제품을 제조하는 기업,-,-,84.0억원,25,"커머스, 홈리빙/펫이커머스, 사료, B2C, 상품판매/브랜드/하드웨어"
우시산,우시산,폐플라스틱 업사이클링 상품 제작 및 판매 플랫폼 '우시산'을 운영하는 기업,-,-,11.8억원,8,"커머스, 환경/에너지이커머스, 리사이클링/업사이클링, B2C, 플랫폼/마켓플레이스"
아트숨비,뮤지엄 인 핸드,예술기획사 및 예술굿즈 커머스 '뮤지엄 인 핸드'를 운영하는 기업,-,-,17.6억원,9,"커머스, 콘텐츠/예술, AI/딥테크/블록체인이커머스, 미디어, 미술, 디자인, 전시, VR/AR, B2B"
파켓,믹순,스킨케어 화장품 제조 및 원액 에센스 브랜드 '믹순' 등을 운영하는 기업,-,-,212.0억원,35,"커머스, 뷰티/화장품이커머스, 유통, 스킨케어/클렌징, 헤어/바디"
태그라이너,라이프레시피,"미디어 커머스 기반 브랜드 '라이프레시피', '울트라잇츠' 등을 운영하는 기업",-,-,24.6억원,4,"커머스, 뷰티/화장품, 홈리빙/펫이커머스, 음료, 헤어/바디, 미용기기, B2C, 상품판매/브랜드/하드웨어"
마마,마마캣,고양이 용품 커머스 플랫폼 '마마캣'을 운영하는 기업,-,-,69.9억원,11,"커머스, 홈리빙/펫이커머스, 유통, 사료, 펫케어/펫테크, B2C, 플랫폼/마켓플레이스"
비더블유케이,백타트레이딩룸,트레이딩 교육 서비스를 제공하는 기업,-,-,8.6억원,3,"금융/보험/핀테크, 교육투자, 주식/증권, 재테크, 취미교육, 성인실무교육, B2C"
제이에스벤처스,네이처카인드,화장품 브래드 '네이처카인드'를 운영하는 기업,-,-,209.0억원,13,"커머스, 뷰티/화장품이커머스, 스킨케어/클렌징, 색조/메이크업, B2C"
와이테크,,세라믹 부품을 제조하는 기업,-,-,26.9억원,4,"제조/하드웨어진단/검사, 의료기기, 반도체, 부품, 기계장비, 제조기술"
썸띵코퍼레이션,썸띵,굿즈 제작 및 판매 브랜드 '썸띵'을 운영하는 기업,-,-,35.7억원,24,"커머스, 패션, 홈리빙/펫이커머스, 큐레이션, 패션잡화, 생활용품/소품, B2C"
어썸스쿨,히어로스쿨,초중고등학교 대상 교육 프로그램과 청년강사 매칭 플랫폼 '히어로스쿨'을 운영하는 기업,-,-,52.9억원,18,"교육청소년교육, 선생님, B2C, 초등학생, 청소년, 플랫폼/마켓플레이스"
언네임드,리베르,"향수,디퓨저,캔들 등 향기 브랜드 '리베르'를 운영하는 기업",-,-,33.5억원,8,"커머스, 뷰티/화장품이커머스, 향수, B2C, 상품판매/브랜드/하드웨어"
로렌츄컴퍼니,츄퍼마켓,"맛있고 건강한 기능성 디저트를 제조, 유통, 마케팅 하는 식품큐레이팅 기업",-,-,10.6억원,5,"푸드/농업유통, 디저트, 여성창업"
상상스퀘어,프레젠톡,행사 운영을 지원하는 실시간 웹 서비스 '프레젠톡'을 운영하는 기업,-,-,100.9억원,48,"소셜미디어/커뮤니티커뮤니티, 메세지, WEB"
아립앤위립,,"폐지수거노인에 대한 인식을 개선시키고, 폐지수거를 대체할 새로운 일거리를 만들기 위한 프로젝트를 진행하는 예비사회적기업",-,-,2.3억원,7,"콘텐츠/예술미디어, 뉴스"
핑거스토리,무툰,"무협,액션 웹툰 및 웹소설 콘텐츠 플랫폼 '무툰'을 운영하는 기업",-,-,184.2억원,19,"콘텐츠/예술출판, 웹툰/만화, B2C, 플랫폼/마켓플레이스, APP"
그린쉘프,그린쉘프,우머나이저 정품 한국 공식 독점공급업체,-,-,47.5억원,6,"커머스이커머스, 유통"
크리에이터스랩,크리에이터스랩,아이들의 안전한 놀이환경을 위한 솔루션을 개발하는 소셜벤처,-,-,-,5,"유아/출산장난감/완구, 놀이, 키즈카페, 육아정보, 여성창업"
코리안프렌즈,코리안프렌즈,한류 기반 의류 및 화장품 사업을 하는 기업,-,-,61.3억원,17,"커머스, 패션, 뷰티/화장품이커머스, 유통, 의류, 스킨케어/클렌징, 색조/메이크업"
펀앤쇼핑,펀앤쇼핑,도매 기반 유통 플랫폼 '펀앤쇼핑' 및 '펀앤글로벌' 등을 운영하는 기업,-,-,56.8억원,8,"커머스이커머스, 유통, 도매, B2B, B2C, 플랫폼/마켓플레이스"
스닙팟,스닙팟,해시태그 기반 정보 공유 서비스를 제공하는 기업,-,-,-,2,"소셜미디어/커뮤니티SNS, 커뮤니티"
하이퍼리티,블러리,블라인드 소개팅 플랫폼 '블러리'를 운영하는 기업,-,-,1.7억원,2,"소셜미디어/커뮤니티데이팅, B2C, 플랫폼/마켓플레이스, APP, 기타DeepTech"
엠에이치디,,"반도체, 디스플레이 제조 공정에 필요한 첨단 소재를 개발 및 공급하는 기업",-,-,4.8억원,4,"제조/하드웨어반도체, 디스플레이, 소재, B2B, 상품/하드웨어"
볼록,블록북,SNS 포토북 제작 플랫폼 '볼록북'을 운영하는 기업,-,-,13.5억원,5,"커머스, 콘텐츠/예술이커머스, 미디어, 디자인, B2C, 플랫폼/마켓플레이스"
지크립토,지케이보팅,영지식 증명 기반 블록체인 온라인 비밀 투표 서비스 '지케이보팅' 디지털자산 거래 지갑 서비스 '아제로스'를 운영하는 기업,-,-,27.3억원,19,"통신/보안/데이터, AI/딥테크/블록체인자산관리, 보안/암호화, 블록체인기술, NFT/NFT거래소"
두댓,젤리펫,반려인 대상 리워드 플랫폼 '젤리펫'을 운영하는 기업,-,-,"1,064.6만원",6,"커머스, 소셜미디어/커뮤니티, 홈리빙/펫이커머스, 큐레이션, 커뮤니티, 사료, 펫패션, 펫케어/펫테크"
네모즈랩,네모즈,ICT 기술 기반 스마트 앨범 '네모앨범' 제작 및 네모앨범 전용 미디어 플랫폼 '네모즈' 등을 운영하는 기업,-,-,46.0억원,9,"커머스, 콘텐츠/예술이커머스, 미디어, 음악, 한류/K-pop, B2C, 상품판매/브랜드/하드웨어"
스크랩,SCLAB,AI 및 데이터 시각화 생성 플랫폼 'SCLAB'을 제공하는 기업,-,-,1.9억원,3,"통신/보안/데이터, AI/딥테크/블록체인데이터, 인공지능, B2B, SaaS/엔터프라이즈, 구독"
클로마운트,미니빅,IoT 기반 스마트홈 솔루션 '미니빅'을 운영하는 기업,-,-,-,2,"제조/하드웨어, AI/딥테크/블록체인IoT, 제조기술, 인공지능, 빅데이터, 하드웨어, B2B"
아티코디자인,,가상 3D 공간 인테리어 솔루션 ’메타디자인하우스‘를 개발하는 기업,-,-,"5,397.7만원",2,"콘텐츠/예술, 홈리빙/펫, AI/딥테크/블록체인디자인, 인테리어, 리모델링, 인공지능, 3D그래픽/CG"
아르고코퍼레이션,뷰티인어스,뷰티 브랜드 '뷰티인어스' 및 마사지 용품 브랜드 '바디픽셀' 등을 운영하는 기업,-,-,-,8,"커머스, 뷰티/화장품, 홈리빙/펫이커머스, 건강기능식품, 색조/메이크업, 미용기기, 제조기술"
크리에이티보소사이어티,앵브록스,악세사리 브랜드 '앵브록스'를 운영하는 기업,-,-,35.5억원,11,"커머스, 패션이커머스, 패션잡화, 쥬얼리, 생활용품/소품, B2C"
에프티앤비,데일리비건,대체 단백질 비건제품 브랜드 '데일리비건' 및 식물성 대체육 치킨 브랜드 '뱀파이어치킨'을 운영하는 기업,-,-,-,5,"커머스, 푸드/농업이커머스, 비건, 가공식품, 제조기술, B2C"
맨엔텔,스쿼트,"첨단기술교육장비 및 재활의료기기를 개발, 제조하는 기업",-,-,13.9억원,12,"헬스케어/바이오, 교육, 제조/하드웨어바이오/의료, 의료기기, 기계장비, 제조기술, B2B"
테드스토리,엉파,정육 커머스 브랜드 '엉파' 및 정육 도매 서비스 '엉파이베리코'를 운영하는 기업,-,-,119.0억원,16,"커머스, 푸드/농업이커머스, 밀키트, 신선식품, 가공식품, B2B"
데브크라,더드리머스,소프트웨어 개발 및 몰입형 콘텐츠 체험 서비스 '더드리머스'를 개발하는 기업,-,-,18.2억원,26,"콘텐츠/예술, 통신/보안/데이터, AI/딥테크/블록체인프로그래밍개발, B2B, 소프트웨어, 콘텐츠, 메타버스"
시프트바이오,SIRP-NV,엑소좀 기반 희귀난치성질환 치료제를 개발하는 기업,-,-,3.0억원,20,"헬스케어/바이오바이오/의료, 신약, B2B, 플랫폼/마켓플레이스"
에브리치,더골드클래스,골프연습 및 레슨 플랫폼 '더골드클래스'를 운영하는 기업,-,-,15.1억원,6,"교육, 피트니스/스포츠골프, 성인실무교육, B2C, 용역, APP, 교육/컨설팅/용역"
사운드마인드,사운드마인드,치매 예방을 위한 인지재활 솔루션 '사운드마인드'를 운영하는 기업,-,-,13.2억원,16,"헬스케어/바이오, AI/딥테크/블록체인프로그래밍개발, 인공지능, B2B, 소프트웨어"
아이티테크,AI CDS,빅데이터 기반 가축 생체징후 탐지 모니터링 시스템을 개발하는 기업,-,-,5.2억원,5,"푸드/농업, AI/딥테크/블록체인축산업, 스마트팜/로봇, 프로그래밍개발, 인공지능"
퓨어플라텍,퓨어플라즈마,"플라즈마 기반 살균, 유해물질 정화 시스템을 제조 및 공급하는 기업",-,-,6.9억원,5,"푸드/농업, 제조/하드웨어농업, 스마트팜/로봇, 기계장비, 제조기술, 하드웨어"
더베이글,뉴트리디데이,건강기능 식품 브랜드 '뉴트리디데이'를 운영하는 기업,-,-,448.9억원,64,"커머스, 헬스케어/바이오이커머스, 유통, 건강기능식품, B2C, 상품판매/브랜드/하드웨어"
신원티엠에스,토탈밀솔루션,네오실버세대 대상 맞춤형 식사솔루션 플랫폼 '토탈밀솔루션'을 운영하는 기업,-,-,"8,357.6만원",4,"콘텐츠/예술, 교육, 푸드/농업큐레이션, 밀키트, 가공식품, B2C, 시니어/실버"
이유박스,이유박스,어린이 대상 영양 간식 큐레이션 플랫폼 '이유박스'를 운영하는 기업,-,-,3.3억원,3,"커머스, 푸드/농업이커머스, 큐레이션, 가공식품, 이유식/유아식품"
세이프웨어,세이프웨어,"웨어러블 에어백 제조, 유통 및 산업현장의 안전 모니터링 시스템을 개발하는 기업",-,-,53.0억원,28,"제조/하드웨어, 부동산/건설, AI/딥테크/블록체인웨어러블, IoT, 제조기술, 드론, 안전, 하드웨어, B2B"
문샷코리아,문샷,뷰티 브랜드 '문샷'을 운영하는 기업,-,-,22.9억원,8,"커머스, 뷰티/화장품이커머스, 스킨케어/클렌징, 색조/메이크업, B2C"
어썸커머스,콰티,젠더리스 뷰티 브랜드 '콰티'를 운영하는 기업,-,-,28.7억원,7,"커머스, 뷰티/화장품이커머스, 스킨케어/클렌징, 색조/메이크업, B2C"
아이싸이랩,애니퍼피,AI 기반 반려견 비문등록 솔루션 '애니퍼피'를 개발하는 기업,-,-,12.8억원,22,"홈리빙/펫, AI/딥테크/블록체인펫케어/펫테크, 인공지능, 비전센싱/영상인식/센서, 자연어처리/텍스트마이닝"
에이치앤비라이프,리프레쉬클럽,골프시설 할인 서비스 플랫폼 '리프레쉬골프'를 운영하는 기업,-,-,11.2억원,5,"커머스, 피트니스/스포츠이커머스, 스포츠/운동, 골프, B2B, B2C, 플랫폼/마켓플레이스"
리틀원,리틀원,신생아 대상 스마트 수유병 제조 및 육아 기록 서비스 '리틀원'을 운영하는 기업,-,-,8.5억원,4,"제조/하드웨어, 유아/출산IoT, 돌봄, 육아정보, 유아용품, B2C, 유아동, 플랫폼/마켓플레이스"
인라이브,인라이브,인터넷 오디오 방송 플랫폼 '인라이브'를 운영하는 기업,-,-,1.8억원,4,"콘텐츠/예술방송, 라디오, 음악, B2C, 플랫폼/마켓플레이스, 상품판매/브랜드/하드웨어"
베노디글로벌,베노디글로벌,리튬 배터리가 장착된 전기오토바이를 제조하는 기업,-,-,240.9만원,,"제조/하드웨어, 모빌리티/교통비상장, 배터리, 제조기술, B2B, 상품판매/브랜드/하드웨어"
티그린,4XR,남성 대상 빅사이즈 패션 PB 운영 및 커머스 플랫폼 ‘4XR’를 운영하는 기업,-,-,172.5억원,60,"커머스, 패션이커머스, 의류, 신발, 패션잡화, B2C, 남성, 플랫폼/마켓플레이스"
오투오,오투오,AI 기반 대화형 음성 서비스를 제공하는 기업,-,-,101.4억원,17,"AI/딥테크/블록체인인공지능, B2B, 상품판매/브랜드/하드웨어"
만만한녀석들,테이블타임즈,행사 집기를 제공하는 브랜드 '테이블타임즈'를 운영하는 기업,-,-,11.9억원,16,"홈리빙/펫생활용품/소품, 렌탈/대여"
엘투플랜,,행사기획 및 광고대행 서비스를 제공하는 기업,-,-,12.9억원,10,"광고/마케팅마케팅솔루션, 바이럴마케팅, B2B, 용역"
씨큐프라임,AI박스24,외식 프랜차이즈 대상 스마트 오더 및 무인 솔루션을 제공하는 기업,-,-,25.2억원,7,"커머스, 푸드/농업, 제조/하드웨어스마트오더, 제조기술, ERP/그룹웨어, 하드웨어, B2B"
인스피리오,에포소,IT 프로젝트 아웃소싱 관리툴 '에포소(EPOSO)'를 개발하는 기업,-,-,4.4억원,,"인사/비즈니스/법률아웃소싱, 프로그래밍개발, 인공지능"
아트스피치앤커뮤니케이션,아트스피치앤커뮤니케이션,온라인 교육 컨텐츠를 제공하는 기업,-,-,8.6억원,2,"콘텐츠/예술, 교육방송, 영상/비디오, 공연, 비대면교육, B2C, 용역, 교육/컨설팅/용역"
에잇엑스코퍼레이션,트래블메이트,남성 대상 개인 맞춤형 패션 플랫폼 '스트라입스'를 운영하는 기업,-,-,47.5억원,,"커머스, 패션이커머스, 의류, 패션테크, B2C, 남성, 상품판매/브랜드/하드웨어"
모바인어스,라온핏,기능성 콘텐츠 및 운동기구 융합 가상 스포츠 플랫폼 '라온핏'을 운영하는 기업,-,-,20.7억원,9,"콘텐츠/예술, 제조/하드웨어, 피트니스/스포츠디지털헬스케어, 스포츠/운동, 제조기술, 하드웨어"
하늘빚다,하늘빚다,도자기 제품 브랜드 '하늘빚다'를 운영하는 기업,-,-,"8,895.6만원",,"커머스, 콘텐츠/예술이커머스, 디자인, 기타예술, 쥬얼리, 생활용품/소품"
이큅,똑똑하마,유아동 대상 교육 콘텐츠 구독 서비스 '똑똑하마'를 운영하는 기업,-,-,2.3억원,6,"교육, 유아/출산정기구독, 장난감/완구, 유아용품, B2C, 유아동, 상품판매/브랜드/하드웨어"
로사퍼시픽,,뷰티 상품 및 식품을 개발하는 기업,-,-,34.3억원,2,"커머스, 뷰티/화장품이커머스, 향수, 미용기기, B2C, 상품판매/브랜드/하드웨어"
줌마,홈픽 택배,택배 서비스 플랫폼 '홈픽'을 운영하는 기업,-,-,263.0억원,11,"물류배송, 배송대행, 라스트마일, 퀵서비스, B2B"
카탈로닉스,,빅데이터 기반 탄소중립 및 공간정보 솔루션을 제공하는ㄱ ㅣ업,-,-,-,19,"환경/에너지, AI/딥테크/블록체인공간정보, 빅데이터, B2B, 공간, ESG"
타임리,타임리에듀,해외 유학 맨토링 서비스 '타임리캠퍼스' 및 취향기반 테니스 소셜 플랫폼 '그리드' 등을 운영하는 기업,-,-,5.2억원,8,"소셜미디어/커뮤니티, 교육, 피트니스/스포츠커뮤니티, 스포츠/운동, 테니스, 구인구직/채용, 인공지능"
퍼스티아,퍼스티아,차 브랜드 '퍼스티아'를 운영하는 기업,-,-,"2,092.0만원",,"커머스, 푸드/농업이커머스, 음료, 가공식품, 리사이클링/업사이클링"
에스엔타운,톡친구만들기,커뮤니티 서비스 '톡친구만들기' 및 '관심사톡' 등을 운영하는 기업,-,-,8.9억원,3,"소셜미디어/커뮤니티커뮤니티, 메세지, B2C, 플랫폼/마켓플레이스, APP"
리드플래닛,리드플래닛,프랜차이즈 통합 솔루션 '리드플래닛'을 제공하는 기업,-,-,2.6억원,9,"인사/비즈니스/법률, 통신/보안/데이터전자계약, ERP/그룹웨어, 프로그래밍개발, B2B, APP"
웰콘시스템즈,WEX-8E,스마트 팩토리 최적화 제어시스템을 개발 및 생산하는 기업,-,-,20.1억원,7,"제조/하드웨어부품, 스마트팩토리, 제조기술, 하드웨어, B2B"
소셜인프라테크,Mitum,메인넷 원천기술 기반 블록체인 솔루션 제공 및 한방제품 디지털 품질 인증 서비스 '약령시사람들'을 운영하는 기업,-,-,12.2억원,14,"통신/보안/데이터, AI/딥테크/블록체인인터넷기술, 프로그래밍개발, 블록체인기술"
라르크인터내셔널,마로셀,"건강기능식품 브랜드 '마로셀', 라이프 케어 브랜드 '굿트', 라이프스타일 브랜드 '헤르르'를 운영하는 기업",-,-,60.0억원,11,"커머스, 헬스케어/바이오이커머스, 건강기능식품, 생활용품/소품, B2C, 상품판매/브랜드/하드웨어"
데이타플로우,자라나모,AI 기반 탈모 진단 플랫폼 '자라나모'를 운영하는 기업,-,-,2.8억원,,"헬스케어/바이오, AI/딥테크/블록체인진단/검사, 인공지능, B2C, 플랫폼/마켓플레이스"
제이앤케이사이언스,에코후레쉬,생활용품 이커머스 '에코후레쉬'를 운영하는 기업,-,-,144.8억원,18,"커머스, 홈리빙/펫이커머스, 생활용품/소품, B2C, 상품판매/브랜드/하드웨어"
에스트리온,,난치성 뇌질환 연구 및 신약을 개발하는 기업,-,-,"2,077.3만원",12,"헬스케어/바이오, 제조/하드웨어바이오/의료, 신약, 제조기술, B2B, 치매"
미스터밀크,미스터밀크,제주 성이시돌 목장 원유를 활용한 유제품을 제조 및 판매하는 기업,-,-,63.4억원,4,"커머스, 푸드/농업이커머스, 음료, 가공식품, 농업, B2C, 상품판매/브랜드/하드웨어"
모노무브,호호히,비건 바디케어 브랜드 '호호히'를 운영하는 기업,-,-,"9,969.7만원",,"커머스, 뷰티/화장품이커머스, 비건, 헤어/바디, B2B, B2C, 상품판매/브랜드/하드웨어"
바리센,V-Pod,당뇨병 환자 대상 카트리지 교체형 인슐린 펌프 패치를 개발하는 기업,-,-,"9,044.0만원",2,"헬스케어/바이오, 제조/하드웨어바이오/의료, 당뇨/고혈압/만성질환, 제조기술"
원광에스앤티,,태양광 발전시스템 및 폐모듈 재활용 기술을 개발하는 기업,-,-,147.3억원,33,"제조/하드웨어, 환경/에너지제조기술, 태양광, 리사이클링/업사이클링, 하드웨어"
더루트컴퍼니,감자유원지,강릉 감자 로컬 식문화 관광상품 브랜드 '감자유원지' 및 '포파칩'을 운영하는 기업,-,-,4.2억원,6,"푸드/농업가공식품, 리사이클링/업사이클링, B2C, 상품판매/브랜드/하드웨어"
브이터치,,AI 기반 비접촉 원거리 터치 솔루션을 제공하는 기업,-,-,5.2억원,16,"제조/하드웨어, AI/딥테크/블록체인제조기술, 인공지능, 하드웨어, 기타기술, B2B"
업보트엔터,,빅데이터 및 AI 기반 음원을 제작하는 기업,-,-,4.8억원,2,"콘텐츠/예술, AI/딥테크/블록체인음악, 인공지능, 빅데이터, B2B, 콘텐츠, 생성형AI"
아이오테드,텔리엇 lite,IoT 모듈 기반 인공지능 스마트 토이 '텔리엇'을 제작하는 기업,-,-,4.9억원,10,"교육, AI/딥테크/블록체인초등교육, 청소년교육, IoT, 제조기술, 인공지능, B2B"
매쓰팡,매쓰팡,AI 기반 온라인 수학 문제풀이 게임 서비스 '매쓰팡'을 운영하는 기업,-,-,251.0만원,,"교육, AI/딥테크/블록체인수학, 초등교육, 캐주얼게임, 인공지능, B2C"
더잘잘,잘잘레시피,제철음식 정기구독 서비스 '잘잘레시피'를 운영하는 기업,-,-,"4,161.8만원",2,"물류, 푸드/농업배송, 밀키트, 신선식품, B2C, 상품판매/브랜드/하드웨어"
그린웨어,스미는,천연염색 기반 패션 브랜드 '스미는'을 운영하는 기업,-,-,3.0억원,7,"패션, 환경/에너지이커머스, 의류, 패션잡화, 소재, 천연자원"
알바임,그레이드,소셜리뷰 서비스 '그레이드'를 운영하는 기업,-,-,"7,843.7만원",4,"커머스, 소셜미디어/커뮤니티라이브커머스, 리뷰, SNS, B2C, 플랫폼/마켓플레이스"
힐릭스아러스,힐릭스아러스,생명공학 기반 소프트웨어를 개발하는 기업,-,-,2.8억원,3,"헬스케어/바이오, 통신/보안/데이터, AI/딥테크/블록체인바이오/의료, 진단/검사, 백신, 프로그래밍개발, 빅데이터"
